Coordenada UTM X;Coordenada UTM Y;Nivel de Tensión (kV);Comunidad Autónoma;Nombre Subestación;Provincia;Municipio
315272,07;4037471,78;66;01 - Andalucía;PARAISO;Málaga;Estepona
315272,07;4037471,78;20;01 - Andalucía;PARAISO;Málaga;Estepona
346753,36;4080835,16;66;01 - Andalucía;PAREDONE;Málaga;Álora
346753,36;4080835,16;20;01 - Andalucía;PAREDONE;Málaga;Álora
372455,65;4064659,1;66;01 - Andalucía;PERCHEL;Málaga;Málaga
372455,65;4064659,1;20;01 - Andalucía;PERCHEL;Málaga;Málaga
369001,48;4062000,71;66;01 - Andalucía;POLIGONO;Málaga;Málaga
369001,48;4062000,71;20;01 - Andalucía;POLIGONO;Málaga;Málaga
347950,5;4101787,17;66;01 - Andalucía;PTO_SECO;Málaga;Antequera
347950,5;4101787,17;20;01 - Andalucía;PTO_SECO;Málaga;Antequera
368527,1;4065830,14;132;01 - Andalucía;RAMOS;Málaga;Málaga
368527,1;4065830,14;66;01 - Andalucía;RAMOS;Málaga;Málaga
368527,1;4065830,14;20;01 - Andalucía;RAMOS;Málaga;Málaga
388588,55;4064652,91;132;01 - Andalucía;RINCO_V;Málaga;Rincón de la Victoria
388588,55;4064652,91;20;01 - Andalucía;RINCO_V;Málaga;Rincón de la Victoria
306207,1;4068517,41;66;01 - Andalucía;RONDA;Málaga;Ronda
306207,1;4068517,41;20;01 - Andalucía;RONDA;Málaga;Ronda
373141,89;4112742,18;132;01 - Andalucía;S_ARCAS;Málaga;Archidona
370463,42;4060813,43;66;01 - Andalucía;S_SEBAST;Málaga;Málaga
370463,42;4060813,43;20;01 - Andalucía;S_SEBAST;Málaga;Málaga
331663,48;4063703,71;66;01 - Andalucía;SAUGUSTO;Málaga;Tolox
331663,48;4063703,71;20;01 - Andalucía;SAUGUSTO;Málaga;Tolox
371386,12;4064643,34;66;01 - Andalucía;SECUNDAR;Málaga;Málaga
371386,12;4064643,34;20;01 - Andalucía;SECUNDAR;Málaga;Málaga
369393,38;4064073,24;66;01 - Andalucía;SRAFAEL;Málaga;Málaga
369393,38;4064073,24;20;01 - Andalucía;SRAFAEL;Málaga;Málaga
357052,46;4049715,45;66;01 - Andalucía;TORREBLA;Málaga;Fuengirola
357052,46;4049715,45;20;01 - Andalucía;TORREBLA;Málaga;Fuengirola
402067,78;4067248,62;66;01 - Andalucía;TORREMAR;Málaga;Vélez-Málaga
402067,78;4067248,62;20;01 - Andalucía;TORREMAR;Málaga;Vélez-Málaga
415144,75;4067110,76;132;01 - Andalucía;TORROX;Málaga;Torrox
415144,75;4067110,76;20;01 - Andalucía;TORROX;Málaga;Torrox
367514,33;4064357,89;66;01 - Andalucía;UNIVERSI;Málaga;Málaga
367514,33;4064357,89;20;01 - Andalucía;UNIVERSI;Málaga;Málaga
303671,71;4032570,69;66;01 - Andalucía;V_ROMANO;Málaga;Estepona
303671,71;4032570,69;20;01 - Andalucía;V_ROMANO;Málaga;Estepona
347889,27;4062811,28;66;01 - Andalucía;VILLFRAG;Málaga;Alhaurín el Grande
347889,27;4062811,28;20;01 - Andalucía;VILLFRAG;Málaga;Alhaurín el Grande
366577,12;4062976,3;66;01 - Andalucía;VISOS;Málaga;Málaga
366577,12;4062976,3;20;01 - Andalucía;VISOS;Málaga;Málaga
244693;4147652,05;132;01 - Andalucía;AEROPUER;Sevilla;Rinconada, La
244693;4147652,05;15;01 - Andalucía;AEROPUER;Sevilla;Rinconada, La
245107,68;4158784,32;66;01 - Andalucía;AGRIBETI;Sevilla;Brenes
245107,68;4158784,32;15;01 - Andalucía;AGRIBETI;Sevilla;Brenes
249905,02;4136016,66;132;01 - Andalucía;AGUILA;Sevilla;Alcalá de Guadaíra
249905,02;4136016,66;15;01 - Andalucía;AGUILA;Sevilla;Alcalá de Guadaíra
234695,08;4144651,26;66;01 - Andalucía;ALAMILLO;Sevilla;Sevilla
234695,08;4144651,26;20;01 - Andalucía;ALAMILLO;Sevilla;Sevilla
245616,89;4138352,74;132;01 - Andalucía;ALCAGUAD;Sevilla;Alcalá de Guadaíra
245616,89;4138352,74;15;01 - Andalucía;ALCAGUAD;Sevilla;Alcalá de Guadaíra
237099,37;4156428,59;66;01 - Andalucía;ALCALRIO;Sevilla;Alcalá del Río
237099,37;4156428,59;15;01 - Andalucía;ALCALRIO;Sevilla;Alcalá del Río
264331,73;4167232,77;132;01 - Andalucía;ALCOLRIO;Sevilla;Alcolea del Río
264331,73;4167232,77;66;01 - Andalucía;ALCOLRIO;Sevilla;Alcolea del Río
264331,73;4167232,77;15;01 - Andalucía;ALCOLRIO;Sevilla;Alcolea del Río
247114,54;4141564,29;132;01 - Andalucía;ALCORES;Sevilla;Alcalá de Guadaíra
247114,54;4141564,29;66;01 - Andalucía;ALCORES;Sevilla;Alcalá de Guadaíra
247114,54;4141564,29;15;01 - Andalucía;ALCORES;Sevilla;Alcalá de Guadaíra
225843,43;4137571,91;66;01 - Andalucía;ALJARAFE;Sevilla;Bollullos de la Mitación
225843,43;4137571,91;15;01 - Andalucía;ALJARAFE;Sevilla;Bollullos de la Mitación
239002,35;4141814,96;66;01 - Andalucía;AMATE;Sevilla;Sevilla
239002,35;4141814,96;15;01 - Andalucía;AMATE;Sevilla;Sevilla
274216,63;4128078,05;66;01 - Andalucía;ARAHAL;Sevilla;Paradas
274216,63;4128078,05;15;01 - Andalucía;ARAHAL;Sevilla;Paradas
244481,99;4138702,16;66;01 - Andalucía;ARGON;Sevilla;Alcalá de Guadaíra
234159,17;4142142,43;66;01 - Andalucía;ARJONA;Sevilla;Sevilla
234159,17;4142142,43;20;01 - Andalucía;ARJONA;Sevilla;Sevilla
214582,2;4156311,21;132;01 - Andalucía;AZNALCOL;Sevilla;Aznalcóllar
214582,2;4156311,21;15;01 - Andalucía;AZNALCOL;Sevilla;Aznalcóllar
269091,91;4119103,64;66;01 - Andalucía;BASMORON;Sevilla;Arahal
218531,32;4158443,95;132;01 - Andalucía;BERROCAL;Sevilla;Gerena
221518,04;4138664,34;66;01 - Andalucía;BOLLULLM;Sevilla;Bollullos de la Mitación
221518,04;4138664,34;15;01 - Andalucía;BOLLULLM;Sevilla;Bollullos de la Mitación
227405,53;4138213,37;66;01 - Andalucía;BORMUJOS;Sevilla;Bormujos
227405,53;4138213,37;15;01 - Andalucía;BORMUJOS;Sevilla;Bormujos
237345,23;4096552,33;66;01 - Andalucía;CABEZAS;Sevilla;Cabezas de San Juan, Las
237345,23;4096552,33;15;01 - Andalucía;CABEZAS;Sevilla;Cabezas de San Juan, Las
223612,45;4173645,7;132;01 - Andalucía;CALA;Sevilla;Guillena
223612,45;4173645,7;15;01 - Andalucía;CALA;Sevilla;Guillena
237948,68;4144601,75;132;01 - Andalucía;CALONGE;Sevilla;Sevilla
237948,68;4144601,75;20;01 - Andalucía;CALONGE;Sevilla;Sevilla
241109,38;4152706,23;132;01 - Andalucía;CANAMO;Sevilla;Rinconada, La
241109,38;4152706,23;15;01 - Andalucía;CANAMO;Sevilla;Rinconada, La
251764,79;4164175,7;66;01 - Andalucía;CANTILLA;Sevilla;Cantillana
251764,79;4164175,7;15;01 - Andalucía;CANTILLA;Sevilla;Cantillana
255134,61;4140795,13;66;01 - Andalucía;CANTOSAL;Sevilla;Mairena del Alcor
255134,61;4140795,13;15;01 - Andalucía;CANTOSAL;Sevilla;Mairena del Alcor
230842,54;4142452,62;66;01 - Andalucía;CARAMBOL;Sevilla;Camas
230842,54;4142452,62;15;01 - Andalucía;CARAMBOL;Sevilla;Camas
265887,29;4150986,38;66;01 - Andalucía;CARMONA;Sevilla;Carmona
265887,29;4150986,38;15;01 - Andalucía;CARMONA;Sevilla;Carmona
233313,3;4142625,4;66;01 - Andalucía;CENTENAR;Sevilla;Sevilla
233313,3;4142625,4;20;01 - Andalucía;CENTENAR;Sevilla;Sevilla
269086,81;4124596,43;66;01 - Andalucía;CLH_ARAH;Sevilla;Arahal
266446,01;4107906,57;66;01 - Andalucía;CORONIL;Sevilla;Coronil, El
266446,01;4107906,57;15;01 - Andalucía;CORONIL;Sevilla;Coronil, El
236913,11;4146707,11;132;01 - Andalucía;CROSS_SJ;Sevilla;Sevilla
236913,11;4146707,11;20;01 - Andalucía;CROSS_SJ;Sevilla;Sevilla
237968,58;4142021,05;66;01 - Andalucía;CRUZCAMP;Sevilla;Sevilla
237968,58;4142021,05;20;01 - Andalucía;CRUZCAMP;Sevilla;Sevilla
237968,58;4142021,05;15;01 - Andalucía;CRUZCAMP;Sevilla;Sevilla
228648,93;4083556,79;66;01 - Andalucía;CUERVO;Sevilla;Cuervo de Sevilla, El
228648,93;4083556,79;15;01 - Andalucía;CUERVO;Sevilla;Cuervo de Sevilla, El
234968,98;4142552,74;66;01 - Andalucía;CUNA;Sevilla;Sevilla
242458,09;4131916,3;132;01 - Andalucía;DOSHMNAS;Sevilla;Alcalá de Guadaíra
242458,09;4131916,3;66;01 - Andalucía;DOSHMNAS;Sevilla;Alcalá de Guadaíra
242458,09;4131916,3;15;01 - Andalucía;DOSHMNAS;Sevilla;Alcalá de Guadaíra
247780,8;4125892,64;66;01 - Andalucía;DRODRIGO;Sevilla;Alcalá de Guadaíra
244761,24;4143936,19;132;01 - Andalucía;EADSCASA;Sevilla;Sevilla
317717,12;4157320,64;66;01 - Andalucía;ECIJA;Sevilla;Écija
317717,12;4157320,64;25;01 - Andalucía;ECIJA;Sevilla;Écija
235897,27;4145344,78;132;01 - Andalucía;EMPALME;Sevilla;Sevilla
235897,27;4145344,78;66;01 - Andalucía;EMPALME;Sevilla;Sevilla
235897,27;4145344,78;20;01 - Andalucía;EMPALME;Sevilla;Sevilla
235897,27;4145344,78;15;01 - Andalucía;EMPALME;Sevilla;Sevilla
236481,9;4140818,21;66;01 - Andalucía;ENRAMADI;Sevilla;Sevilla
236481,9;4140818,21;20;01 - Andalucía;ENRAMADI;Sevilla;Sevilla
239028,82;4133845,76;15;01 - Andalucía;ENTRENUC;Sevilla;Dos Hermanas
243347,23;4139628,18;66;01 - Andalucía;ESPALDIL;Sevilla;Alcalá de Guadaíra
243347,23;4139628,18;15;01 - Andalucía;ESPALDIL;Sevilla;Alcalá de Guadaíra
333966,97;4129674,39;66;01 - Andalucía;ESTEPA;Sevilla;Estepa
333966,97;4129674,39;25;01 - Andalucía;ESTEPA;Sevilla;Estepa
227298,75;4091828,4;66;01 - Andalucía;FONTANAL;Sevilla;Lebrija
227298,75;4091828,4;15;01 - Andalucía;FONTANAL;Sevilla;Lebrija
235313,91;4132798,79;66;01 - Andalucía;FUENTE_R;Sevilla;Dos Hermanas
235313,91;4132798,79;15;01 - Andalucía;FUENTE_R;Sevilla;Dos Hermanas
227676,2;4156474,47;132;01 - Andalucía;FUNDICIO;Sevilla;Guillena
227676,2;4156474,47;15;01 - Andalucía;FUNDICIO;Sevilla;Guillena
286758,37;4176245,21;132;01 - Andalucía;GRULLAS;Sevilla;Peñaflor
234953,8;4136533,28;66;01 - Andalucía;GUADAIRA;Sevilla;Sevilla
234953,8;4136533,28;15;01 - Andalucía;GUADAIRA;Sevilla;Sevilla
226642,69;4169952,86;132;01 - Andalucía;GUILLENA;Sevilla;Guillena
246540,94;4141838,29;132;01 - Andalucía;HEINEKEN;Sevilla;Sevilla
212781,04;4140564,13;66;01 - Andalucía;HUEVAR;Sevilla;Benacazón
212781,04;4140564,13;15;01 - Andalucía;HUEVAR;Sevilla;Benacazón
323417,13;4153863,71;66;01 - Andalucía;HUMOSOS;Sevilla;Écija
237529,69;4139688,47;66;01 - Andalucía;HYTASA;Sevilla;Sevilla
237529,69;4139688,47;20;01 - Andalucía;HYTASA;Sevilla;Sevilla
332305,26;4147370,72;66;01 - Andalucía;I_REDOND;Sevilla;Écija
332305,26;4147370,72;25;01 - Andalucía;I_REDOND;Sevilla;Écija
221050,15;4117360,78;66;01 - Andalucía;ISLAS;Sevilla;Isla Mayor
221050,15;4117360,78;15;01 - Andalucía;ISLAS;Sevilla;Isla Mayor
229398,06;4150751,24;132;01 - Andalucía;ITALICA;Sevilla;Salteras
229398,06;4150751,24;15;01 - Andalucía;ITALICA;Sevilla;Salteras
228786,4;4135850,62;66;01 - Andalucía;LAMINILL;Sevilla;Mairena del Aljarafe
228786,4;4135850,62;15;01 - Andalucía;LAMINILL;Sevilla;Mairena del Aljarafe
226810,82;4095354,75;66;01 - Andalucía;LEBRIJA;Sevilla;Lebrija
226810,82;4095354,75;20;01 - Andalucía;LEBRIJA;Sevilla;Lebrija
276387,06;4171533,42;66;01 - Andalucía;LORA;Sevilla;Lora del Río
276387,06;4171533,42;15;01 - Andalucía;LORA;Sevilla;Lora del Río
284405,11;4133461,76;66;01 - Andalucía;MARCHENA;Sevilla;Marchena
284405,11;4133461,76;15;01 - Andalucía;MARCHENA;Sevilla;Marchena
230094,59;4107174,15;66;01 - Andalucía;MARISMAS;Sevilla;Cabezas de San Juan, Las
230094,59;4107174,15;15;01 - Andalucía;MARISMAS;Sevilla;Cabezas de San Juan, Las
294132,66;4158970,7;66;01 - Andalucía;MONCLOVA;Sevilla;Fuentes de Andalucía
294132,66;4158970,7;25;01 - Andalucía;MONCLOVA;Sevilla;Fuentes de Andalucía
251189,46;4121269,07;66;01 - Andalucía;MORERA;Sevilla;Utrera
251189,46;4121269,07;15;01 - Andalucía;MORERA;Sevilla;Utrera
281695,14;4112427,63;66;01 - Andalucía;MORON;Sevilla;Morón de la Frontera
281695,14;4112427,63;15;01 - Andalucía;MORON;Sevilla;Morón de la Frontera
238028,67;4142905,16;20;01 - Andalucía;MV_KANSA;Sevilla;Sevilla
237900,6;4140741,76;66;01 - Andalucía;NERVION;Sevilla;Sevilla
237900,6;4140741,76;20;01 - Andalucía;NERVION;Sevilla;Sevilla
245241,59;4134681,87;132;01 - Andalucía;OROMANA;Sevilla;Alcalá de Guadaíra
245241,59;4134681,87;15;01 - Andalucía;OROMANA;Sevilla;Alcalá de Guadaíra
235946,87;4142793,68;66;01 - Andalucía;OSARIO;Sevilla;Sevilla
235946,87;4142793,68;20;01 - Andalucía;OSARIO;Sevilla;Sevilla
312312,2;4122528,59;66;01 - Andalucía;OSUNA;Sevilla;Osuna
312312,2;4122528,59;25;01 - Andalucía;OSUNA;Sevilla;Osuna
243869,44;4111805,28;132;01 - Andalucía;PALACIOS;Sevilla;Palacios y Villafranca, Los
243869,44;4111805,28;66;01 - Andalucía;PALACIOS;Sevilla;Palacios y Villafranca, Los
243869,44;4111805,28;15;01 - Andalucía;PALACIOS;Sevilla;Palacios y Villafranca, Los
245775,15;4140362,35;66;01 - Andalucía;PALILLOS;Sevilla;Alcalá de Guadaíra
245775,15;4140362,35;15;01 - Andalucía;PALILLOS;Sevilla;Alcalá de Guadaíra
235596,27;4136785,38;66;01 - Andalucía;PALMALTA;Sevilla;Sevilla
235596,27;4136785,38;20;01 - Andalucía;PALMALTA;Sevilla;Sevilla
237098,45;4138508,25;66;01 - Andalucía;PALMERA;Sevilla;Sevilla
237098,45;4138508,25;20;01 - Andalucía;PALMERA;Sevilla;Sevilla
237098,45;4138508,25;15;01 - Andalucía;PALMERA;Sevilla;Sevilla
229797,8;4133945,29;66;01 - Andalucía;PALOMARE;Sevilla;Palomares del Río
229797,8;4133945,29;15;01 - Andalucía;PALOMARE;Sevilla;Palomares del Río
247294,74;4147313,28;132;01 - Andalucía;PARQ_AER;Sevilla;Rinconada, La
247294,74;4147313,28;20;01 - Andalucía;PARQ_AER;Sevilla;Rinconada, La
206742,68;4132686,22;66;01 - Andalucía;PILAS;Sevilla;Pilas
206742,68;4132686,22;15;01 - Andalucía;PILAS;Sevilla;Pilas
242375,89;4200573,58;132;01 - Andalucía;PINTADO;Sevilla;Cazalla de la Sierra
242375,89;4200573,58;66;01 - Andalucía;PINTADO;Sevilla;Cazalla de la Sierra
242375,89;4200573,58;15;01 - Andalucía;PINTADO;Sevilla;Cazalla de la Sierra
246305,98;4138288,66;66;01 - Andalucía;POLO;Sevilla;Alcalá de Guadaíra
246305,98;4138288,66;15;01 - Andalucía;POLO;Sevilla;Alcalá de Guadaíra
238524,17;4137807,42;66;01 - Andalucía;QUINTOS;Sevilla;Sevilla
238524,17;4137807,42;15;01 - Andalucía;QUINTOS;Sevilla;Sevilla
235728,12;4141665,16;66;01 - Andalucía;RASTRO;Sevilla;Sevilla
235728,12;4141665,16;20;01 - Andalucía;RASTRO;Sevilla;Sevilla
233146,32;4141138,77;66;01 - Andalucía;REMEDIOS;Sevilla;Sevilla
233146,32;4141138,77;20;01 - Andalucía;REMEDIOS;Sevilla;Sevilla
239110,01;4151431,4;132;01 - Andalucía;RINCONAD;Sevilla;Rinconada, La
239110,01;4151431,4;15;01 - Andalucía;RINCONAD;Sevilla;Rinconada, La
342564,72;4119606,75;66;01 - Andalucía;RODAANDA;Sevilla;Roda de Andalucía, La
342564,72;4119606,75;25;01 - Andalucía;RODAANDA;Sevilla;Roda de Andalucía, La
265433,7;4154467,09;66;01 - Andalucía;ROMERAL;Sevilla;Carmona
265433,7;4154467,09;15;01 - Andalucía;ROMERAL;Sevilla;Carmona
227275,37;4160641,9;132;01 - Andalucía;RUTPLATA;Sevilla;Guillena
227275,37;4160641,9;15;01 - Andalucía;RUTPLATA;Sevilla;Guillena
240563,33;4142142,69;66;01 - Andalucía;S_ELVIRA;Sevilla;Sevilla
240563,33;4142142,69;15;01 - Andalucía;S_ELVIRA;Sevilla;Sevilla
240126,79;4152162,42;132;01 - Andalucía;S_JOSE;Sevilla;Rinconada, La
266586,55;4208731,97;66;01 - Andalucía;S_NICOLA;Sevilla;San Nicolás del Puerto
266586,55;4208731,97;15;01 - Andalucía;S_NICOLA;Sevilla;San Nicolás del Puerto
237783,26;4142456,77;66;01 - Andalucía;S_PABLO;Sevilla;Sevilla
223774,58;4149526,92;66;01 - Andalucía;SALTERAS;Sevilla;Salteras
223774,58;4149526,92;15;01 - Andalucía;SALTERAS;Sevilla;Salteras
216258,23;4143231,78;66;01 - Andalucía;SANLUC_M;Sevilla;Sanlúcar la Mayor
216258,23;4143231,78;15;01 - Andalucía;SANLUC_M;Sevilla;Sanlúcar la Mayor
231054,77;4146401,85;132;01 - Andalucía;SANTIPON;Sevilla;Valencina de la Concepción
231054,77;4146401,85;66;01 - Andalucía;SANTIPON;Sevilla;Valencina de la Concepción
231054,77;4146401,85;15;01 - Andalucía;SANTIPON;Sevilla;Valencina de la Concepción
237166,97;4084805,77;132;01 - Andalucía;SEC_PELP;Sevilla;Lebrija
275449,79;4171267,43;132;01 - Andalucía;SETEFILL;Sevilla;Lora del Río
234358,18;4139709,13;66;01 - Andalucía;TABLADA;Sevilla;Sevilla
234358,18;4139709,13;20;01 - Andalucía;TABLADA;Sevilla;Sevilla
231553,43;4140967,98;66;01 - Andalucía;TOMARES;Sevilla;Tomares
231553,43;4140967,98;15;01 - Andalucía;TOMARES;Sevilla;Tomares
234086,71;4136371,16;66;01 - Andalucía;TORRECUE;Sevilla;Sevilla
234086,71;4136371,16;20;01 - Andalucía;TORRECUE;Sevilla;Sevilla
271674,94;4109894,64;66;01 - Andalucía;TORREJON;Sevilla;Morón de la Frontera
271674,94;4109894,64;15;01 - Andalucía;TORREJON;Sevilla;Morón de la Frontera
253947,92;4118967,21;66;01 - Andalucía;UTRERA;Sevilla;Utrera
253947,92;4118967,21;15;01 - Andalucía;UTRERA;Sevilla;Utrera
248523,83;4160011,85;132;01 - Andalucía;VALLEINF;Sevilla;Brenes
241247,67;4127625,12;132;01 - Andalucía;VALME;Sevilla;Dos Hermanas
241247,67;4127625,12;15;01 - Andalucía;VALME;Sevilla;Dos Hermanas
314162,63;4164278,79;66;01 - Andalucía;VILLAR;Sevilla;Écija
314162,63;4164278,79;25;01 - Andalucía;VILLAR;Sevilla;Écija
308764,37;4155607,6;66;01 - Andalucía;VILLNREY;Sevilla;Écija
308764,37;4155607,6;25;01 - Andalucía;VILLNREY;Sevilla;Écija
259764,03;4142707,82;66;01 - Andalucía;VISO;Sevilla;Viso del Alcor, El
259764,03;4142707,82;15;01 - Andalucía;VISO;Sevilla;Viso del Alcor, El
230244,05;4139614,99;66;01 - Andalucía;ZAUDIN;Sevilla;Tomares
230244,05;4139614,99;15;01 - Andalucía;ZAUDIN;Sevilla;Tomares
721553,15;4662582,49;45;02 - Aragón;AEROP-HU;Huesca;Alcalá del Obispo
721553,15;4662582,49;15;02 - Aragón;AEROP-HU;Huesca;Alcalá del Obispo
698671,85;4657634,7;45;02 - Aragón;ALMUDEVAR;Huesca;Almudévar
698671,85;4657634,7;15;02 - Aragón;ALMUDEVAR;Huesca;Almudévar
783653,43;4631580,15;66;02 - Aragón;ALTORRICON;Huesca;Altorricón
677657,27;4735388,87;45;02 - Aragón;ANSO;Huesca;Ansó
677657,27;4735388,87;10;02 - Aragón;ANSO;Huesca;Ansó
693728,95;4697557,99;45;02 - Aragón;ANZANIGO;Huesca;Caldearenas
693728,95;4697557,99;15;02 - Aragón;ANZANIGO;Huesca;Caldearenas
778194,05;4702984,17;110;02 - Aragón;ARGONE;Huesca;Foradada del Toscar
761147,85;4646434,46;132;02 - Aragón;ARMENTERA;Huesca;Monzón
761147,85;4646434,46;25;02 - Aragón;ARMENTERA;Huesca;Monzón
726456,39;4738114,82;66;02 - Aragón;BAÑOS;Huesca;Panticosa
750074,09;4650000,44;45;02 - Aragón;BERBEGAL;Huesca;Berbegal
675213,59;4718864,04;45;02 - Aragón;BERDUN;Huesca;Canal de Berdún
675213,59;4718864,04;10;02 - Aragón;BERDUN;Huesca;Canal de Berdún
719756,06;4723418,77;132;02 - Aragón;BIESCAS;Huesca;Biescas
719756,06;4723418,77;11;02 - Aragón;BIESCAS;Huesca;Biescas
774282,28;4639139,09;110;02 - Aragón;BINEFAR;Huesca;Binéfar
774282,28;4639139,09;25;02 - Aragón;BINEFAR;Huesca;Binéfar
758030,26;4655297,39;110;02 - Aragón;BRILEN;Huesca;Barbastro
703266,8;4735487,87;45;02 - Aragón;CANALROYA;Huesca;Canfranc
703266,8;4735487,87;17;02 - Aragón;CANALROYA;Huesca;Canfranc
702746,33;4739867,41;45;02 - Aragón;CANDANCHU;Huesca;Aisa
702746,33;4739867,41;17;02 - Aragón;CANDANCHU;Huesca;Aisa
799239,16;4653474,37;132;02 - Aragón;CANELLES;Huesca;Estopiñán del Castillo
686307,56;4693445,34;45;02 - Aragón;CARCAVILLA;Huesca;Peñas de Riglos, Las
686307,56;4693445,34;15;02 - Aragón;CARCAVILLA;Huesca;Peñas de Riglos, Las
714231,27;4711871,62;45;02 - Aragón;CARTIRANA;Huesca;Sabiñánigo
714231,27;4711871,62;15;02 - Aragón;CARTIRANA;Huesca;Sabiñánigo
703273,9;4735234,12;132;02 - Aragón;CH_IP;Huesca;Canfranc
703273,9;4735234,12;45;02 - Aragón;CH_IP;Huesca;Canfranc
700977,58;4717623,77;45;02 - Aragón;CH_JACA;Huesca;Jaca
715688,54;4706511,71;45;02 - Aragón;CH_SABIÑAN;Huesca;Sabiñánigo
715688,54;4706511,71;15;02 - Aragón;CH_SABIÑAN;Huesca;Sabiñánigo
764842,83;4646277,58;110;02 - Aragón;CINCA;Huesca;Monzón
764842,83;4646277,58;25;02 - Aragón;CINCA;Huesca;Monzón
767152,25;4666106,4;66;02 - Aragón;ENATE;Huesca;Grado, El
808802,3;4692212,67;132;02 - Aragón;ESCALES;Huesca;Sopeira
694560,11;4725783,84;45;02 - Aragón;ESPOSA;Huesca;Aisa
694560,11;4725783,84;15;02 - Aragón;ESPOSA;Huesca;Aisa
700480,25;4676509,38;132;02 - Aragón;ESQUEDAS;Huesca;Sotonera, La
700480,25;4676509,38;15;02 - Aragón;ESQUEDAS;Huesca;Sotonera, La
777217,43;4600892,72;110;02 - Aragón;FRAGA;Huesca;Fraga
777217,43;4600892,72;25;02 - Aragón;FRAGA;Huesca;Fraga
767129,12;4671840,48;66;02 - Aragón;GRADO1;Huesca;Grado, El
767129,12;4671840,48;25;02 - Aragón;GRADO1;Huesca;Grado, El
767101,86;4666452,77;66;02 - Aragón;GRADO2;Huesca;Grado, El
716504,59;4645437,91;45;02 - Aragón;GRAÑEN;Huesca;Grañén
716504,59;4645437,91;15;02 - Aragón;GRAÑEN;Huesca;Grañén
683955,71;4733064,53;45;02 - Aragón;HECHO;Huesca;Valle de Hecho
683955,71;4733064,53;10;02 - Aragón;HECHO;Huesca;Valle de Hecho
715327,46;4669574,18;45;02 - Aragón;HUESCA_EST;Huesca;Huesca
715327,46;4669574,18;15;02 - Aragón;HUESCA_EST;Huesca;Huesca
715327,46;4669574,18;10;02 - Aragón;HUESCA_EST;Huesca;Huesca
713502,15;4669111,2;132;02 - Aragón;HUESCA_NOR;Huesca;Huesca
713502,15;4669111,2;45;02 - Aragón;HUESCA_NOR;Huesca;Huesca
713502,15;4669111,2;10;02 - Aragón;HUESCA_NOR;Huesca;Huesca
713884,45;4666833,34;45;02 - Aragón;HUESCA_SUR;Huesca;Huesca
713884,45;4666833,34;10;02 - Aragón;HUESCA_SUR;Huesca;Huesca
708929,79;4699510,35;45;02 - Aragón;JABARRELLA;Huesca;Caldearenas
702041,07;4716566,08;45;02 - Aragón;JACA_NORTE;Huesca;Jaca
702041,07;4716566,08;10;02 - Aragón;JACA_NORTE;Huesca;Jaca
700620,1;4714833,43;132;02 - Aragón;JACA_SUR;Huesca;Jaca
700620,1;4714833,43;45;02 - Aragón;JACA_SUR;Huesca;Jaca
700620,1;4714833,43;10;02 - Aragón;JACA_SUR;Huesca;Jaca
703028,78;4696946,35;45;02 - Aragón;JAVIERRELA;Huesca;Caldearenas
703028,78;4696946,35;10;02 - Aragón;JAVIERRELA;Huesca;Caldearenas
692077,91;4696054,18;45;02 - Aragón;LA_HIDRO;Huesca;Caldearenas
692077,91;4696054,18;10;02 - Aragón;LA_HIDRO;Huesca;Caldearenas
689672,16;4694820,69;45;02 - Aragón;LA_PEÑA;Huesca;Peñas de Riglos, Las
689672,16;4694820,69;10;02 - Aragón;LA_PEÑA;Huesca;Peñas de Riglos, Las
762586,26;4715034,37;132;02 - Aragón;LAFORTUNAD;Huesca;Tella-Sin
762586,26;4715034,37;30;02 - Aragón;LAFORTUNAD;Huesca;Tella-Sin
684998,93;4652373,1;45;02 - Aragón;LANIPIEL;Huesca;Gurrea de Gállego
720565,11;4734169,7;132;02 - Aragón;LANUZA;Huesca;Panticosa
758769,26;4710653,96;132;02 - Aragón;LASPUÑA;Huesca;Laspuña
758769,26;4710653,96;110;02 - Aragón;LASPUÑA;Huesca;Laspuña
758769,26;4710653,96;30;02 - Aragón;LASPUÑA;Huesca;Laspuña
742877,92;4638062,46;45;02 - Aragón;LASTANOSA;Huesca;Sariñena
742877,92;4638062,46;25;02 - Aragón;LASTANOSA;Huesca;Sariñena
725238,99;4640237,61;132;02 - Aragón;MARCEN;Huesca;Lalueza
725238,99;4640237,61;45;02 - Aragón;MARCEN;Huesca;Lalueza
725238,99;4640237,61;15;02 - Aragón;MARCEN;Huesca;Lalueza
751139,3;4598776,12;110;02 - Aragón;MONEGROS;Huesca;Candasnos
751139,3;4598776,12;25;02 - Aragón;MONEGROS;Huesca;Candasnos
714739,69;4691437,91;45;02 - Aragón;MONREPOS;Huesca;Caldearenas
714739,69;4691437,91;15;02 - Aragón;MONREPOS;Huesca;Caldearenas
763237,35;4647247,63;132;02 - Aragón;MONZON;Huesca;Monzón
763237,35;4647247,63;66;02 - Aragón;MONZON;Huesca;Monzón
763237,35;4647247,63;25;02 - Aragón;MONZON;Huesca;Monzón
743049,03;4647430,05;45;02 - Aragón;PERALTA;Huesca;Peralta de Alcofea
743049,03;4647430,05;25;02 - Aragón;PERALTA;Huesca;Peralta de Alcofea
777063,15;4680686,77;110;02 - Aragón;PERARRUA;Huesca;Graus
