Coordenada UTM X;Coordenada UTM Y;Nivel de Tensión (kV);Comunidad Autónoma;Nombre Subestación;Provincia;Municipio
777063,15;4680686,77;25;02 - Aragón;PERARRUA;Huesca;Graus
739149,56;4654456,88;45;02 - Aragón;PERTUSA;Huesca;Pertusa
739149,56;4654456,88;25;02 - Aragón;PERTUSA;Huesca;Pertusa
739149,56;4654456,88;10;02 - Aragón;PERTUSA;Huesca;Pertusa
783340,66;4603595,38;110;02 - Aragón;PLFRAGA;Huesca;Fraga
783340,66;4603595,38;25;02 - Aragón;PLFRAGA;Huesca;Fraga
710442,36;4664333,14;132;02 - Aragón;PLHUS;Huesca;Huesca
710442,36;4664333,14;45;02 - Aragón;PLHUS;Huesca;Huesca
710442,36;4664333,14;15;02 - Aragón;PLHUS;Huesca;Huesca
720582,45;4734210,88;66;02 - Aragón;PUEYO;Huesca;Panticosa
725440,11;4640198,31;45;02 - Aragón;R_MARCEN;Huesca;Lalueza
703698,93;4650143,33;45;02 - Aragón;R_TARDIENT;Huesca;Tardienta
710649,01;4635053,19;132;02 - Aragón;ROBRES;Huesca;Robres
797099,92;4642867,23;132;02 - Aragón;S.ANA;Huesca;Castillonroy
717030,34;4710543,32;132;02 - Aragón;SABIÑANIGO;Huesca;Sabiñánigo
717030,34;4710543,32;15;02 - Aragón;SABIÑANIGO;Huesca;Sabiñánigo
718136,19;4738788,97;132;02 - Aragón;SALLENT;Huesca;Sallent de Gállego
733630,05;4633768,98;45;02 - Aragón;SARIÑENA;Huesca;Sariñena
733630,05;4633768,98;25;02 - Aragón;SARIÑENA;Huesca;Sariñena
736522,12;4717064,46;45;02 - Aragón;SARVISE;Huesca;Broto
736522,12;4717064,46;15;02 - Aragón;SARVISE;Huesca;Broto
706786,76;4672711,38;132;02 - Aragón;SASO_PLANO;Huesca;Sotonera, La
715563,39;4706720,23;45;02 - Aragón;SEC_SABIÑA;Huesca;Sabiñánigo
782452,33;4708585,71;110;02 - Aragón;SEIRA;Huesca;Seira
782452,33;4708585,71;25;02 - Aragón;SEIRA;Huesca;Seira
758693,74;4647296,22;45;02 - Aragón;SELGUA;Huesca;Monzón
758693,74;4647296,22;10;02 - Aragón;SELGUA;Huesca;Monzón
806734,23;4717016,87;132;02 - Aragón;SENET;Huesca;Montanuy
806734,23;4717016,87;25;02 - Aragón;SENET;Huesca;Montanuy
774399,67;4639022,38;110;02 - Aragón;SOSAL;Huesca;Binéfar
692575,17;4663960,21;45;02 - Aragón;SOTONERA;Huesca;Alcalá de Gurrea
704892,12;4649387,26;45;02 - Aragón;TARDIENTA;Huesca;Tardienta
704892,12;4649387,26;15;02 - Aragón;TARDIENTA;Huesca;Tardienta
778629,4;4595431,3;110;02 - Aragón;TORRENTE;Huesca;Torrente de Cinca
685863,32;4671555,55;45;02 - Aragón;VALDESPART;Huesca;Biscarrués
702330,14;4729316,39;45;02 - Aragón;VILLANUA;Huesca;Villanúa
702330,14;4729316,39;15;02 - Aragón;VILLANUA;Huesca;Villanúa
710003,07;4665073,12;45;02 - Aragón;WALQA;Huesca;Huesca
710003,07;4665073,12;15;02 - Aragón;WALQA;Huesca;Huesca
708503,12;4555258,01;45;02 - Aragón;ALBALATE;Teruel;Albalate del Arzobispo
708503,12;4555258,01;15;02 - Aragón;ALBALATE;Teruel;Albalate del Arzobispo
695622,05;4471588,79;45;02 - Aragón;ALCA_SELVA;Teruel;Alcalá de la Selva
695622,05;4471588,79;20;02 - Aragón;ALCA_SELVA;Teruel;Alcalá de la Selva
739206,54;4550300,4;132;02 - Aragón;ALCAÑIZ;Teruel;Alcañiz
739206,54;4550300,4;45;02 - Aragón;ALCAÑIZ;Teruel;Alcañiz
739206,54;4550300,4;10;02 - Aragón;ALCAÑIZ;Teruel;Alcañiz
720396,09;4530758,28;45;02 - Aragón;ALCORISA;Teruel;Alcorisa
720396,09;4530758,28;15;02 - Aragón;ALCORISA;Teruel;Alcorisa
696129,02;4506482,14;132;02 - Aragón;ALIAGA;Teruel;Aliaga
696129,02;4506482,14;45;02 - Aragón;ALIAGA;Teruel;Aliaga
696129,02;4506482,14;20;02 - Aragón;ALIAGA;Teruel;Aliaga
715951,31;4538825,37;45;02 - Aragón;ANDORRA;Teruel;Andorra
715951,31;4538825,37;15;02 - Aragón;ANDORRA;Teruel;Andorra
709908,34;4573602,31;132;02 - Aragón;AZAILA;Teruel;Azaila
709908,34;4573602,31;45;02 - Aragón;AZAILA;Teruel;Azaila
709908,34;4573602,31;10;02 - Aragón;AZAILA;Teruel;Azaila
644427,51;4530824,6;132;02 - Aragón;CALAMOCHA;Teruel;Calamocha
644427,51;4530824,6;45;02 - Aragón;CALAMOCHA;Teruel;Calamocha
644427,51;4530824,6;20;02 - Aragón;CALAMOCHA;Teruel;Calamocha
733356,79;4536956,78;45;02 - Aragón;CALANDA;Teruel;Calanda
733356,79;4536956,78;30;02 - Aragón;CALANDA;Teruel;Calanda
733356,79;4536956,78;10;02 - Aragón;CALANDA;Teruel;Calanda
679744,66;4520912,9;132;02 - Aragón;CASTIN_ROS;Teruel;Utrillas
649153,01;4479911,04;132;02 - Aragón;CELLA;Teruel;Cella
649153,01;4479911,04;45;02 - Aragón;CELLA;Teruel;Cella
649153,01;4479911,04;20;02 - Aragón;CELLA;Teruel;Cella
734050,12;4552090,88;132;02 - Aragón;CIUD_MOTOR;Teruel;Alcañiz
734050,12;4552090,88;10;02 - Aragón;CIUD_MOTOR;Teruel;Alcañiz
660182,41;4466479,02;45;02 - Aragón;CNF_TERUEL;Teruel;Teruel
681568,21;4508266,35;132;02 - Aragón;CUEVAS_ALM;Teruel;Cuevas de Almudén
661226,53;4467284,66;45;02 - Aragón;EL_CERRO;Teruel;Teruel
661226,53;4467284,66;10;02 - Aragón;EL_CERRO;Teruel;Teruel
685316,58;4518576,6;45;02 - Aragón;ESCUCHA;Teruel;Escucha
685316,58;4518576,6;15;02 - Aragón;ESCUCHA;Teruel;Escucha
684246,02;4518428,71;132;02 - Aragón;ESCUCHA_CT;Teruel;Escucha
684246,02;4518428,71;45;02 - Aragón;ESCUCHA_CT;Teruel;Escucha
699652,28;4525662,07;45;02 - Aragón;ESTERCUEL;Teruel;Estercuel
699652,28;4525662,07;15;02 - Aragón;ESTERCUEL;Teruel;Estercuel
661814,85;4465419,43;45;02 - Aragón;FUENFRESCA;Teruel;Teruel
661814,85;4465419,43;10;02 - Aragón;FUENFRESCA;Teruel;Teruel
716563,85;4561088,33;132;02 - Aragón;HIJAR;Teruel;Híjar
709620,95;4542491,66;132;02 - Aragón;L_OPORTUNA;Teruel;Alloza
709620,95;4542491,66;45;02 - Aragón;L_OPORTUNA;Teruel;Alloza
709620,95;4542491,66;30;02 - Aragón;L_OPORTUNA;Teruel;Alloza
708897,11;4564883,46;10;02 - Aragón;LA_CULTIA;Teruel;Híjar
714141,48;4566750,42;45;02 - Aragón;LA_PUEBLA;Teruel;Puebla de Híjar, La
714141,48;4566750,42;15;02 - Aragón;LA_PUEBLA;Teruel;Puebla de Híjar, La
743810,7;4545483,17;45;02 - Aragón;LAS_HORCAS;Teruel;Alcañiz
743810,7;4545483,17;10;02 - Aragón;LAS_HORCAS;Teruel;Alcañiz
711926,73;4546625,77;132;02 - Aragón;LOS_ARCOS;Teruel;Andorra
699955,12;4444784,61;20;02 - Aragón;LS_VILNVAS;Teruel;Olba
677066,04;4523396,61;45;02 - Aragón;MARTIN_RIO;Teruel;Martín del Río
677066,04;4523396,61;15;02 - Aragón;MARTIN_RIO;Teruel;Martín del Río
740719,69;4548634,67;45;02 - Aragón;MOLI_MAYOR;Teruel;Alcañiz
740719,69;4548634,67;10;02 - Aragón;MOLI_MAYOR;Teruel;Alcañiz
639773,28;4515585,84;45;02 - Aragón;MONREAL;Teruel;Monreal del Campo
639773,28;4515585,84;20;02 - Aragón;MONREAL;Teruel;Monreal del Campo
671658,59;4461778,55;132;02 - Aragón;P_ESCANDON;Teruel;Puebla de Valverde, La
718999,51;4541248,54;132;02 - Aragón;PEAN;Teruel;Andorra
718999,51;4541248,54;15;02 - Aragón;PEAN;Teruel;Andorra
714559,82;4540302,53;45;02 - Aragón;PI.ANDORRA;Teruel;Andorra
714559,82;4540302,53;15;02 - Aragón;PI.ANDORRA;Teruel;Andorra
656195,75;4471113,11;132;02 - Aragón;PLATEA;Teruel;Teruel
656195,75;4471113,11;20;02 - Aragón;PLATEA;Teruel;Teruel
676622,4;4454045,76;132;02 - Aragón;PUEBLA_VAL;Teruel;Puebla de Valverde, La
676622,4;4454045,76;20;02 - Aragón;PUEBLA_VAL;Teruel;Puebla de Valverde, La
734808,74;4542359,75;45;02 - Aragón;R_MONTORO;Teruel;Alcañiz
734808,74;4542359,75;15;02 - Aragón;R_MONTORO;Teruel;Alcañiz
641157,08;4490691,97;132;02 - Aragón;ST_EULALIA;Teruel;Santa Eulalia
641157,08;4490691,97;20;02 - Aragón;ST_EULALIA;Teruel;Santa Eulalia
661104,73;4468798,53;132;02 - Aragón;TERUEL;Teruel;Teruel
661104,73;4468798,53;45;02 - Aragón;TERUEL;Teruel;Teruel
661104,73;4468798,53;20;02 - Aragón;TERUEL;Teruel;Teruel
661104,73;4468798,53;10;02 - Aragón;TERUEL;Teruel;Teruel
639873,12;4515394,42;132;02 - Aragón;TOLLO;Teruel;Monreal del Campo
679681,05;4520849,3;45;02 - Aragón;UTRILLAS;Teruel;Utrillas
679681,05;4520849,3;15;02 - Aragón;UTRILLAS;Teruel;Utrillas
766444,91;4530377,02;132;02 - Aragón;VALDERROBR;Teruel;Valderrobres
766444,91;4530377,02;25;02 - Aragón;VALDERROBR;Teruel;Valderrobres
693104,55;4444486,2;132;02 - Aragón;VENTA-AIRE;Teruel;Albentosa
693104,55;4444486,2;20;02 - Aragón;VENTA-AIRE;Teruel;Albentosa
654502,12;4456080,56;45;02 - Aragón;VILLEL;Teruel;Villel
654502,12;4456080,56;20;02 - Aragón;VILLEL;Teruel;Villel
700019,82;4575515,02;45;02 - Aragón;VINACEITE;Teruel;Vinaceite
675798,19;4615124,79;45;02 - Aragón;ACTUR;Zaragoza;Zaragoza
675798,19;4615124,79;10;02 - Aragón;ACTUR;Zaragoza;Zaragoza
647164,08;4589462,51;45;02 - Aragón;ALFAMEN;Zaragoza;Alfamén
647164,08;4589462,51;15;02 - Aragón;ALFAMEN;Zaragoza;Alfamén
592203,81;4571605,05;45;02 - Aragón;ALHAMA;Zaragoza;Alhama de Aragón
592203,81;4571605,05;15;02 - Aragón;ALHAMA;Zaragoza;Alhama de Aragón
680351,06;4608489,81;45;02 - Aragón;ALUMALSA;Zaragoza;Zaragoza
674138,69;4611924,98;45;02 - Aragón;ARAGONIA;Zaragoza;Zaragoza
674138,69;4611924,98;10;02 - Aragón;ARAGONIA;Zaragoza;Zaragoza
669545,88;4611392,85;132;02 - Aragón;ARCOSUR;Zaragoza;Zaragoza
669545,88;4611392,85;15;02 - Aragón;ARCOSUR;Zaragoza;Zaragoza
579952,94;4574078,22;45;02 - Aragón;ARIZA;Zaragoza;Ariza
579952,94;4574078,22;15;02 - Aragón;ARIZA;Zaragoza;Ariza
601122,39;4575467,55;45;02 - Aragón;ATECA;Zaragoza;Ateca
601122,39;4575467,55;15;02 - Aragón;ATECA;Zaragoza;Ateca
673503,41;4613993,41;45;02 - Aragón;AUGUSTA;Zaragoza;Zaragoza
673503,41;4613993,41;15;02 - Aragón;AUGUSTA;Zaragoza;Zaragoza
673503,41;4613993,41;10;02 - Aragón;AUGUSTA;Zaragoza;Zaragoza
661418,22;4616408,1;45;02 - Aragón;BASE_AEREA;Zaragoza;Zaragoza
688299,62;4574395,53;45;02 - Aragón;BELCHITE;Zaragoza;Belchite
688299,62;4574395,53;15;02 - Aragón;BELCHITE;Zaragoza;Belchite
623367,38;4632084,8;45;02 - Aragón;BORJA;Zaragoza;Borja
623367,38;4632084,8;15;02 - Aragón;BORJA;Zaragoza;Borja
663458,48;4598244,56;132;02 - Aragón;BOTORRITA;Zaragoza;Botorrita
613606,12;4576461,09;132;02 - Aragón;CALATAYUD;Zaragoza;Calatayud
613606,12;4576461,09;45;02 - Aragón;CALATAYUD;Zaragoza;Calatayud
613606,12;4576461,09;15;02 - Aragón;CALATAYUD;Zaragoza;Calatayud
669480,19;4609076,5;132;02 - Aragón;CAMPILLO;Zaragoza;Zaragoza
647738,04;4578976,74;45;02 - Aragón;CARIÑENA;Zaragoza;Cariñena
647738,04;4578976,74;15;02 - Aragón;CARIÑENA;Zaragoza;Cariñena
679853,58;4606503,41;45;02 - Aragón;CARTUJOS;Zaragoza;Zaragoza
679853,58;4606503,41;15;02 - Aragón;CARTUJOS;Zaragoza;Zaragoza
673921,32;4610305,95;132;02 - Aragón;CASABLANCA;Zaragoza;Zaragoza
673921,32;4610305,95;45;02 - Aragón;CASABLANCA;Zaragoza;Zaragoza
673921,32;4610305,95;10;02 - Aragón;CASABLANCA;Zaragoza;Zaragoza
746491,31;4570271,01;132;02 - Aragón;CASPE;Zaragoza;Caspe
746491,31;4570271,01;66;02 - Aragón;CASPE;Zaragoza;Caspe
746491,31;4570271,01;25;02 - Aragón;CASPE;Zaragoza;Caspe
659418,75;4608008,88;132;02 - Aragón;CENTROVIA;Zaragoza;Muela, La
659418,75;4608008,88;15;02 - Aragón;CENTROVIA;Zaragoza;Muela, La
687529,65;4583333,22;132;02 - Aragón;CLARIANA;Zaragoza;Belchite
687529,65;4583333,22;45;02 - Aragón;CLARIANA;Zaragoza;Belchite
677904,96;4615271,88;45;02 - Aragón;COGULLADA;Zaragoza;Zaragoza
677904,96;4615271,88;10;02 - Aragón;COGULLADA;Zaragoza;Zaragoza
676180,24;4612543,43;45;02 - Aragón;COR_INGLES;Zaragoza;Zaragoza
670914,86;4612116,29;45;02 - Aragón;CR_MADRID;Zaragoza;Zaragoza
670914,86;4612116,29;15;02 - Aragón;CR_MADRID;Zaragoza;Zaragoza
671811,52;4607198,02;45;02 - Aragón;CUARTE;Zaragoza;Zaragoza
671811,52;4607198,02;15;02 - Aragón;CUARTE;Zaragoza;Zaragoza
682374,11;4608685,24;45;02 - Aragón;D_CARTUJA;Zaragoza;Zaragoza
634940,32;4553554,36;45;02 - Aragón;DAROCA;Zaragoza;Daroca
634940,32;4553554,36;15;02 - Aragón;DAROCA;Zaragoza;Daroca
672400,64;4609339,78;132;02 - Aragón;ECOCIUDAD;Zaragoza;Zaragoza
672400,64;4609339,78;15;02 - Aragón;ECOCIUDAD;Zaragoza;Zaragoza
653105,97;4663542,78;66;02 - Aragón;EJEA;Zaragoza;Ejea de los Caballeros
653105,97;4663542,78;13;02 - Aragón;EJEA;Zaragoza;Ejea de los Caballeros
689260,79;4603759,74;45;02 - Aragón;EL_BURGO;Zaragoza;Burgo de Ebro, El
689260,79;4603759,74;10;02 - Aragón;EL_BURGO;Zaragoza;Burgo de Ebro, El
624740,09;4587532,99;45;02 - Aragón;EL_FRASNO;Zaragoza;Frasno, El
624740,09;4587532,99;15;02 - Aragón;EL_FRASNO;Zaragoza;Frasno, El
675556,96;4614142,91;45;02 - Aragón;ELEV_AGUAS;Zaragoza;Zaragoza
675556,96;4614142,91;10;02 - Aragón;ELEV_AGUAS;Zaragoza;Zaragoza
616185,98;4584217,57;45;02 - Aragón;EMBID;Zaragoza;Calatayud
650759,35;4623457,15;45;02 - Aragón;ENTRERRIOS;Zaragoza;Pedrola
722562,06;4574945,12;132;02 - Aragón;ESCATRON;Zaragoza;Escatrón
722562,06;4574945,12;110;02 - Aragón;ESCATRON;Zaragoza;Escatrón
722562,06;4574945,12;25;02 - Aragón;ESCATRON;Zaragoza;Escatrón
693600,8;4601646,68;45;02 - Aragón;ESPARTAL;Zaragoza;Burgo de Ebro, El
693600,8;4601646,68;15;02 - Aragón;ESPARTAL;Zaragoza;Burgo de Ebro, El
674847,17;4615959,66;132;02 - Aragón;EXPO;Zaragoza;Zaragoza
674847,17;4615959,66;15;02 - Aragón;EXPO;Zaragoza;Zaragoza
668182,65;4610245,2;45;02 - Aragón;F_MUESTRAS;Zaragoza;Zaragoza
668182,65;4610245,2;15;02 - Aragón;F_MUESTRAS;Zaragoza;Zaragoza
652621,48;4625025,94;45;02 - Aragón;FIGUERUELA;Zaragoza;Figueruelas
652621,48;4625025,94;15;02 - Aragón;FIGUERUELA;Zaragoza;Figueruelas
669169,47;4578169,79;132;02 - Aragón;FUENDETODO;Zaragoza;Fuendetodos
697248,55;4598136,15;45;02 - Aragón;FUENTES;Zaragoza;Fuentes de Ebro
697248,55;4598136,15;10;02 - Aragón;FUENTES;Zaragoza;Fuentes de Ebro
679036,22;4616196,78;45;02 - Aragón;GALLEGO;Zaragoza;Zaragoza
679036,22;4616196,78;10;02 - Aragón;GALLEGO;Zaragoza;Zaragoza
639790,57;4635744,18;66;02 - Aragón;GALLUR;Zaragoza;Gallur
639790,57;4635744,18;13;02 - Aragón;GALLUR;Zaragoza;Gallur
711857,94;4589318,1;45;02 - Aragón;GELSA;Zaragoza;Gelsa
711857,94;4589318,1;15;02 - Aragón;GELSA;Zaragoza;Gelsa
683084,63;4614722,97;45;02 - Aragón;GLORIA;Zaragoza;Zaragoza
683084,63;4614722,97;15;02 - Aragón;GLORIA;Zaragoza;Zaragoza
683084,63;4614722,97;10;02 - Aragón;GLORIA;Zaragoza;Zaragoza
674969,71;4611528,7;45;02 - Aragón;H_M_SERVET;Zaragoza;Zaragoza
693384,38;4600802,5;45;02 - Aragón;HIGUERAL;Zaragoza;Burgo de Ebro, El
677161,11;4612903,45;45;02 - Aragón;HUERVA;Zaragoza;Zaragoza
677161,11;4612903,45;10;02 - Aragón;HUERVA;Zaragoza;Zaragoza
676186,53;4612774,65;45;02 - Aragón;IBERCAJA;Zaragoza;Zaragoza
615262,18;4598672,05;45;02 - Aragón;ILLUECA;Zaragoza;Illueca
615262,18;4598672,05;15;02 - Aragón;ILLUECA;Zaragoza;Illueca
679923,12;4615696,05;45;02 - Aragón;JARANDIN;Zaragoza;Zaragoza
679923,12;4615696,05;10;02 - Aragón;JARANDIN;Zaragoza;Zaragoza
675266,43;4617981,33;45;02 - Aragón;JUSLIBOL;Zaragoza;Zaragoza
675266,43;4617981,33;15;02 - Aragón;JUSLIBOL;Zaragoza;Zaragoza
636994,39;4594597,52;132;02 - Aragón;LA_ALMUNIA;Zaragoza;Almunia de Doña Godina, La
636994,39;4594597,52;45;02 - Aragón;LA_ALMUNIA;Zaragoza;Almunia de Doña Godina, La
636994,39;4594597,52;15;02 - Aragón;LA_ALMUNIA;Zaragoza;Almunia de Doña Godina, La
661819,18;4622149,55;45;02 - Aragón;LA_JOYOSA;Zaragoza;Joyosa, La
661819,18;4622149,55;15;02 - Aragón;LA_JOYOSA;Zaragoza;Joyosa, La
640231,6;4632199,69;66;02 - Aragón;LA_LOTETA;Zaragoza;Boquiñeni
659023,4;4605646,45;45;02 - Aragón;LA_MUELA;Zaragoza;Muela, La
659023,4;4605646,45;15;02 - Aragón;LA_MUELA;Zaragoza;Muela, La
675539,73;4608176,21;132;02 - Aragón;LA_PAZ;Zaragoza;Zaragoza
675539,73;4608176,21;15;02 - Aragón;LA_PAZ;Zaragoza;Zaragoza
684797,32;4682142,81;132;02 - Aragón;LA_RALLA;Zaragoza;Santa Eulalia de Gállego
684797,32;4682142,81;45;02 - Aragón;LA_RALLA;Zaragoza;Santa Eulalia de Gállego
716089,15;4577604,95;45;02 - Aragón;LA_ZAIDA;Zaragoza;Sástago
716089,15;4577604,95;15;02 - Aragón;LA_ZAIDA;Zaragoza;Sástago
608464,53;4635297,05;66;02 - Aragón;LANZAS_AGU;Zaragoza;Tarazona
692537,72;4563246,62;45;02 - Aragón;LECERA;Zaragoza;Lécera
692537,72;4563246,62;15;02 - Aragón;LECERA;Zaragoza;Lécera
667699,15;4612675,86;45;02 - Aragón;LOGISTICA;Zaragoza;Zaragoza
667699,15;4612675,86;15;02 - Aragón;LOGISTICA;Zaragoza;Zaragoza
676978,43;4617673,06;132;02 - Aragón;LOS_LEONES;Zaragoza;Zaragoza
676978,43;4617673,06;45;02 - Aragón;LOS_LEONES;Zaragoza;Zaragoza
676978,43;4617673,06;10;02 - Aragón;LOS_LEONES;Zaragoza;Zaragoza
655361,16;4595299,31;132;02 - Aragón;LS_VIENTOS;Zaragoza;Muel
634584,67;4633990,34;66;02 - Aragón;MAGALLON;Zaragoza;Magallón
634584,67;4633990,34;15;02 - Aragón;MAGALLON;Zaragoza;Magallón
678623,07;4614646,04;45;02 - Aragón;MALLORCA;Zaragoza;Zaragoza
678623,07;4614646,04;10;02 - Aragón;MALLORCA;Zaragoza;Zaragoza
685967,84;4612901,5;132;02 - Aragón;MALPICA;Zaragoza;Puebla de Alfindén, La
685967,84;4612901,5;45;02 - Aragón;MALPICA;Zaragoza;Puebla de Alfindén, La
685967,84;4612901,5;15;02 - Aragón;MALPICA;Zaragoza;Puebla de Alfindén, La
666598,5;4600030,02;45;02 - Aragón;MARIA_HUER;Zaragoza;María de Huerva
666598,5;4600030,02;15;02 - Aragón;MARIA_HUER;Zaragoza;María de Huerva
684258,22;4659144,7;45;02 - Aragón;MARRACOS;Zaragoza;Marracos
684258,22;4659144,7;15;02 - Aragón;MARRACOS;Zaragoza;Marracos
615194,94;4579153,46;45;02 - Aragón;MEDIAVEGA;Zaragoza;Calatayud
615194,94;4579153,46;15;02 - Aragón;MEDIAVEGA;Zaragoza;Calatayud
774078,94;4584890,72;66;02 - Aragón;MEQUINENZA;Zaragoza;Mequinenza
774078,94;4584890,72;25;02 - Aragón;MEQUINENZA;Zaragoza;Mequinenza
676744,55;4612472,33;132;02 - Aragón;MIRAFLORES;Zaragoza;Zaragoza
676744,55;4612472,33;45;02 - Aragón;MIRAFLORES;Zaragoza;Zaragoza
676744,55;4612472,33;10;02 - Aragón;MIRAFLORES;Zaragoza;Zaragoza
668802,96;4617560,66;45;02 - Aragón;MONZALBARB;Zaragoza;Zaragoza
668802,96;4617560,66;15;02 - Aragón;MONZALBARB;Zaragoza;Zaragoza
626332,93;4592305,84;45;02 - Aragón;MORATA;Zaragoza;Morata de Jalón
619528;4593558,17;45;02 - Aragón;MORES;Zaragoza;Morés
619528;4593558,17;15;02 - Aragón;MORES;Zaragoza;Morés
659373,9;4592396,38;45;02 - Aragón;MUEL;Zaragoza;Muel
659373,9;4592396,38;15;02 - Aragón;MUEL;Zaragoza;Muel
608189,45;4645400,93;66;02 - Aragón;NOVALLAS;Zaragoza;Novallas
694048,98;4607332,13;45;02 - Aragón;NUEZ;Zaragoza;Alfajarín
694048,98;4607332,13;15;02 - Aragón;NUEZ;Zaragoza;Alfajarín
678541,43;4612106,42;45;02 - Aragón;OLIVERA;Zaragoza;Zaragoza
678541,43;4612106,42;10;02 - Aragón;OLIVERA;Zaragoza;Zaragoza
607284,76;4637952,89;66;02 - Aragón;P.TARAZONA;Zaragoza;Grisel
607284,76;4637952,89;13;02 - Aragón;P.TARAZONA;Zaragoza;Grisel
615367,9;4574944,45;132;02 - Aragón;PARACUEL;Zaragoza;Paracuellos de Jiloca
676027,3;4612750,28;45;02 - Aragón;PARAISO;Zaragoza;Zaragoza
676027,3;4612750,28;10;02 - Aragón;PARAISO;Zaragoza;Zaragoza
687830,13;4621382,99;132;02 - Aragón;PEÑAFLOR;Zaragoza;Villamayor de Gállego
644197,56;4606031,55;45;02 - Aragón;PI_EPILA;Zaragoza;Épila
644197,56;4606031,55;15;02 - Aragón;PI_EPILA;Zaragoza;Épila
699979,06;4597767,94;45;02 - Aragón;PI_FUENTES;Zaragoza;Fuentes de Ebro
699979,06;4597767,94;15;02 - Aragón;PI_FUENTES;Zaragoza;Fuentes de Ebro
707620,07;4596951,25;45;02 - Aragón;PINA;Zaragoza;Pina de Ebro
707620,07;4596951,25;15;02 - Aragón;PINA;Zaragoza;Pina de Ebro
658180,44;4594126,68;132;02 - Aragón;PITARCO;Zaragoza;Muel
658180,44;4594126,68;45;02 - Aragón;PITARCO;Zaragoza;Muel
658180,44;4594126,68;15;02 - Aragón;PITARCO;Zaragoza;Muel
646889,32;4616713,52;45;02 - Aragón;PLASENCIA;Zaragoza;Plasencia de Jalón
666813,86;4610632,17;132;02 - Aragón;PLAZA;Zaragoza;Zaragoza
666813,86;4610632,17;45;02 - Aragón;PLAZA;Zaragoza;Zaragoza
666813,86;4610632,17;15;02 - Aragón;PLAZA;Zaragoza;Zaragoza
653561,8;4606115,96;132;02 - Aragón;PORTILLADA;Zaragoza;Muela, La
675217,38;4613478,33;132;02 - Aragón;PORTILLO;Zaragoza;Zaragoza
675217,38;4613478,33;45;02 - Aragón;PORTILLO;Zaragoza;Zaragoza
675217,38;4613478,33;10;02 - Aragón;PORTILLO;Zaragoza;Zaragoza
650577,69;4622074,83;45;02 - Aragón;PRADILLO;Zaragoza;Pedrola
650577,69;4622074,83;15;02 - Aragón;PRADILLO;Zaragoza;Pedrola
683904,66;4606568,61;45;02 - Aragón;PRYDES;Zaragoza;Zaragoza
683904,66;4606568,61;10;02 - Aragón;PRYDES;Zaragoza;Zaragoza
690263,69;4646936,02;45;02 - Aragón;PUILATOS;Zaragoza;Zuera
690263,69;4646936,02;15;02 - Aragón;PUILATOS;Zaragoza;Zuera
710446,92;4586897,25;45;02 - Aragón;QUINTO;Zaragoza;Quinto
710446,92;4586897,25;15;02 - Aragón;QUINTO;Zaragoza;Quinto
595808,52;4574614,78;45;02 - Aragón;R.BUBIERCA;Zaragoza;Bubierca
645657,25;4632016,12;45;02 - Aragón;R_LUCENI;Zaragoza;Luceni
667433,85;4610088,31;45;02 - Aragón;REN.F.MUES;Zaragoza;Zaragoza
674144,47;4615124,61;45;02 - Aragón;RIOEBRO;Zaragoza;Zaragoza
674144,47;4615124,61;15;02 - Aragón;RIOEBRO;Zaragoza;Zaragoza
674324,04;4611546,93;45;02 - Aragón;ROMAREDA;Zaragoza;Zaragoza
674324,04;4611546,93;10;02 - Aragón;ROMAREDA;Zaragoza;Zaragoza
642581,42;4681283,15;66;02 - Aragón;SADABA;Zaragoza;Sádaba
642581,42;4681283,15;13;02 - Aragón;SADABA;Zaragoza;Sádaba
676678,38;4610868,02;45;02 - Aragón;SAGUNTO;Zaragoza;Zaragoza
676678,38;4610868,02;10;02 - Aragón;SAGUNTO;Zaragoza;Zaragoza
677494,36;4615342,26;45;02 - Aragón;SAICA_I;Zaragoza;Zaragoza
680609,63;4604705,35;45;02 - Aragón;SAN_BRUNO;Zaragoza;Zaragoza
680609,63;4604705,35;15;02 - Aragón;SAN_BRUNO;Zaragoza;Zaragoza
684889,33;4631746,97;45;02 - Aragón;SAN_MATEO;Zaragoza;San Mateo de Gállego
684889,33;4631746,97;15;02 - Aragón;SAN_MATEO;Zaragoza;San Mateo de Gállego
720624,49;4577324,13;110;02 - Aragón;SASTAGO;Zaragoza;Sástago
720624,49;4577324,13;30;02 - Aragón;SASTAGO;Zaragoza;Sástago
675506,51;4573968,28;132;02 - Aragón;SEC.AZUARA;Zaragoza;Azuara
685071,54;4613765,5;45;02 - Aragón;SEC_CABLEN;Zaragoza;Zaragoza
650014,47;4601769,53;45;02 - Aragón;SEC_EPILA;Zaragoza;Épila
605161,49;4639443,18;66;02 - Aragón;TARAZONA;Zaragoza;Tarazona
605161,49;4639443,18;13;02 - Aragón;TARAZONA;Zaragoza;Tarazona
644941,31;4643639,71;66;02 - Aragón;TAUSTE;Zaragoza;Tauste
644941,31;4643639,71;13;02 - Aragón;TAUSTE;Zaragoza;Tauste
678874,09;4607361,19;132;02 - Aragón;TORRERO;Zaragoza;Zaragoza
678874,09;4607361,19;45;02 - Aragón;TORRERO;Zaragoza;Zaragoza
678874,09;4607361,19;10;02 - Aragón;TORRERO;Zaragoza;Zaragoza
